State,Year,Ranking
New Jersey,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New Jersey,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New Jersey,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New Jersey,2008,Options to vote early-in person and by mail available to all voters. 
New Jersey,2010,Options to vote early-in person and by mail available to all voters. 
New Jersey,2012,Options to vote early-in person and by mail available to all voters. 
New Jersey,2014,Options to vote early-in person and by mail available to all voters. 
New Jersey,2016,Options to vote early-in person and by mail available to all voters. 
New Jersey,2018,Options to vote early-in person and by mail available to all voters. 
New Jersey,2020,Options to vote early-in person and by mail available to all voters. 
New Jersey,2022,Options to vote early-in person and by mail available to all voters. 
New Jersey,2024,Options to vote early-in person and by mail available to all voters. 
New Jersey,2026,Options to vote early-in person and by mail available to all voters. 
New Mexico,2000,Options to vote early-in person and by mail available to all voters. 
New Mexico,2002,Options to vote early-in person and by mail available to all voters. 
New Mexico,2004,Options to vote early-in person and by mail available to all voters. 
New Mexico,2006,Options to vote early-in person and by mail available to all voters. 
New Mexico,2008,Options to vote early-in person and by mail available to all voters. 
New Mexico,2010,Options to vote early-in person and by mail available to all voters. 
New Mexico,2012,Options to vote early-in person and by mail available to all voters. 
New Mexico,2014,Options to vote early-in person and by mail available to all voters. 
New Mexico,2016,Options to vote early-in person and by mail available to all voters. 
New Mexico,2018,Options to vote early-in person and by mail available to all voters. 
New Mexico,2020,Options to vote early-in person and by mail available to all voters. 
New Mexico,2022,Options to vote early-in person and by mail available to all voters. 
New Mexico,2024,Options to vote early-in person and by mail available to all voters. 
New Mexico,2026,Options to vote early-in person and by mail available to all voters. 
New York,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2008,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2010,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2012,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2014,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2016,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2018,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
New York,2020,Options to vote early-in person and by mail available to all voters. 
New York,2022,Options to vote early-in person and by mail available to all voters. 
New York,2024,Options to vote early-in person and by mail available to all voters. 
New York,2026,Options to vote early-in person and by mail available to all voters. 
North Carolina,2000,Options to vote early-in person and by mail available to all voters. 
North Carolina,2002,Options to vote early-in person and by mail available to all voters. 
North Carolina,2004,Options to vote early-in person and by mail available to all voters. 
North Carolina,2006,Options to vote early-in person and by mail available to all voters. 
North Carolina,2008,Options to vote early-in person and by mail available to all voters. 
North Carolina,2010,Options to vote early-in person and by mail available to all voters. 
North Carolina,2012,Options to vote early-in person and by mail available to all voters. 
North Carolina,2014,Options to vote early-in person and by mail available to all voters. 
North Carolina,2016,Options to vote early-in person and by mail available to all voters. 
North Carolina,2018,Options to vote early-in person and by mail available to all voters. 
North Carolina,2020,Options to vote early-in person and by mail available to all voters. 
North Carolina,2022,Options to vote early-in person and by mail available to all voters. 
North Carolina,2024,Options to vote early-in person and by mail available to all voters. 
North Carolina,2026,Options to vote early-in person and by mail available to all voters. 
North Dakota,2000,Options to vote early-in person and by mail available to all voters. 
North Dakota,2002,Options to vote early-in person and by mail available to all voters. 
North Dakota,2004,Options to vote early-in person and by mail available to all voters. 
North Dakota,2006,Options to vote early-in person and by mail available to all voters. 
North Dakota,2008,Options to vote early-in person and by mail available to all voters. 
North Dakota,2010,Options to vote early-in person and by mail available to all voters. 
North Dakota,2012,Options to vote early-in person and by mail available to all voters. 
North Dakota,2014,Options to vote early-in person and by mail available to all voters. 
North Dakota,2016,Options to vote early-in person and by mail available to all voters. 
North Dakota,2018,Options to vote early-in person and by mail available to all voters. 
North Dakota,2020,Options to vote early-in person and by mail available to all voters. 
North Dakota,2022,Options to vote early-in person and by mail available to all voters. 
North Dakota,2024,Options to vote early-in person and by mail available to all voters. 
North Dakota,2026,Options to vote early-in person and by mail available to all voters. 
Ohio,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Ohio,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Ohio,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Ohio,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Ohio,2008,Options to vote early-in person and by mail available to all voters. 
Ohio,2010,Options to vote early-in person and by mail available to all voters. 
Ohio,2012,Options to vote early-in person and by mail available to all voters. 
Ohio,2014,Options to vote early-in person and by mail available to all voters. 
Ohio,2016,Options to vote early-in person and by mail available to all voters. 
Ohio,2018,Options to vote early-in person and by mail available to all voters. 
Ohio,2020,Options to vote early-in person and by mail available to all voters. 
Ohio,2022,Options to vote early-in person and by mail available to all voters. 
Ohio,2024,Options to vote early-in person and by mail available to all voters. 
Ohio,2026,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2000,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2002,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2004,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2006,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2008,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2010,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2012,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2014,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2016,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2018,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2020,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2022,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2024,Options to vote early-in person and by mail available to all voters. 
Oklahoma,2026,Options to vote early-in person and by mail available to all voters. 
Oregon,2000,Options to vote early-in person and by mail available to all voters. 
Oregon,2002,Options to vote early-in person and by mail available to all voters. 
Oregon,2004,Options to vote early-in person and by mail available to all voters. 
Oregon,2006,Options to vote early-in person and by mail available to all voters. 
Oregon,2008,Options to vote early-in person and by mail available to all voters. 
Oregon,2010,Options to vote early-in person and by mail available to all voters. 
Oregon,2012,Options to vote early-in person and by mail available to all voters. 
Oregon,2014,Options to vote early-in person and by mail available to all voters. 
Oregon,2016,Options to vote early-in person and by mail available to all voters. 
Oregon,2018,Options to vote early-in person and by mail available to all voters. 
Oregon,2020,Options to vote early-in person and by mail available to all voters. 
Oregon,2022,Options to vote early-in person and by mail available to all voters. 
Oregon,2024,Options to vote early-in person and by mail available to all voters. 
Oregon,2026,Options to vote early-in person and by mail available to all voters. 
Pennsylvania,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2008,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2010,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2012,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2014,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2016,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2018,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Pennsylvania,2020,Options to vote early-in person and by mail available to all voters. 
Pennsylvania,2022,Options to vote early-in person and by mail available to all voters. 
Pennsylvania,2024,Options to vote early-in person and by mail available to all voters. 
Pennsylvania,2026,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Rhode Island,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Rhode Island,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Rhode Island,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Rhode Island,2008,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Rhode Island,2010,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Rhode Island,2012,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2014,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2016,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2018,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2020,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2022,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2024,Options to vote early-in person and by mail available to all voters. 
Rhode Island,2026,Options to vote early-in person and by mail available to all voters. 
South Carolina,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2008,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2010,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2012,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2014,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2016,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2018,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Carolina,2020,Options to vote early-in person and by mail available to all voters. 
South Carolina,2022,Options to vote early-in person and by mail available to all voters. 
South Carolina,2024,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
South Carolina,2026,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
South Dakota,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Dakota,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
South Dakota,2004,Options to vote early-in person and by mail available to all voters. 
South Dakota,2006,Options to vote early-in person and by mail available to all voters. 
South Dakota,2008,Options to vote early-in person and by mail available to all voters. 
South Dakota,2010,Options to vote early-in person and by mail available to all voters. 
South Dakota,2012,Options to vote early-in person and by mail available to all voters. 
South Dakota,2014,Options to vote early-in person and by mail available to all voters. 
South Dakota,2016,Options to vote early-in person and by mail available to all voters. 
South Dakota,2018,Options to vote early-in person and by mail available to all voters. 
South Dakota,2020,Options to vote early-in person and by mail available to all voters. 
South Dakota,2022,Options to vote early-in person and by mail available to all voters. 
South Dakota,2024,Options to vote early-in person and by mail available to all voters. 
South Dakota,2026,Options to vote early-in person and by mail available to all voters. 
Tennessee,2000,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2002,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2004,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2006,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2008,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2010,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2012,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2014,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2016,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2018,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2020,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2022,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2024,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Tennessee,2026,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2000,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2002,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2004,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2006,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2008,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2010,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2012,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2014,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2016,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2018,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2020,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2022,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2024,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Texas,2026,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Utah,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Utah,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Utah,2004,Options to vote early-in person and by mail available to all voters. 
Utah,2006,Options to vote early-in person and by mail available to all voters. 
Utah,2008,Options to vote early-in person and by mail available to all voters. 
Utah,2010,Options to vote early-in person and by mail available to all voters. 
Utah,2012,Options to vote early-in person and by mail available to all voters. 
Utah,2014,Options to vote early-in person and by mail available to all voters. 
Utah,2016,Options to vote early-in person and by mail available to all voters. 
Utah,2018,Options to vote early-in person and by mail available to all voters. 
Utah,2020,Options to vote early-in person and by mail available to all voters. 
Utah,2022,Options to vote early-in person and by mail available to all voters. 
Utah,2024,Options to vote early-in person and by mail available to all voters. 
Utah,2026,Options to vote early-in person and by mail available to all voters. 
Vermont,2000,Options to vote early-in person and by mail available to all voters. 
Vermont,2002,Options to vote early-in person and by mail available to all voters. 
Vermont,2004,Options to vote early-in person and by mail available to all voters. 
Vermont,2006,Options to vote early-in person and by mail available to all voters. 
Vermont,2008,Options to vote early-in person and by mail available to all voters. 
Vermont,2010,Options to vote early-in person and by mail available to all voters. 
Vermont,2012,Options to vote early-in person and by mail available to all voters. 
Vermont,2014,Options to vote early-in person and by mail available to all voters. 
Vermont,2016,Options to vote early-in person and by mail available to all voters. 
Vermont,2018,Options to vote early-in person and by mail available to all voters. 
Vermont,2020,Options to vote early-in person and by mail available to all voters. 
Vermont,2022,Options to vote early-in person and by mail available to all voters. 
Vermont,2024,Options to vote early-in person and by mail available to all voters. 
Vermont,2026,Options to vote early-in person and by mail available to all voters. 
Virginia,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2004,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2006,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2008,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2010,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2012,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2014,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2016,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2018,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
Virginia,2020,Options to vote early-in person and by mail available to all voters. 
Virginia,2022,Options to vote early-in person and by mail available to all voters. 
Virginia,2024,Options to vote early-in person and by mail available to all voters. 
Virginia,2026,Options to vote early-in person and by mail available to all voters. 
Washington,2000,Options to vote early-in person and by mail available to all voters. 
Washington,2002,Options to vote early-in person and by mail available to all voters. 
Washington,2004,Options to vote early-in person and by mail available to all voters. 
Washington,2006,Options to vote early-in person and by mail available to all voters. 
Washington,2008,Options to vote early-in person and by mail available to all voters. 
Washington,2010,Options to vote early-in person and by mail available to all voters. 
Washington,2012,Options to vote early-in person and by mail available to all voters. 
Washington,2014,Options to vote early-in person and by mail available to all voters. 
Washington,2016,Options to vote early-in person and by mail available to all voters. 
Washington,2018,Options to vote early-in person and by mail available to all voters. 
Washington,2020,Options to vote early-in person and by mail available to all voters. 
Washington,2022,Options to vote early-in person and by mail available to all voters. 
Washington,2024,Options to vote early-in person and by mail available to all voters. 
Washington,2026,Options to vote early-in person and by mail available to all voters. 
West Virginia,2000,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
West Virginia,2002,No early in-person voting option available to all voters. Eligible reason required to vote by mail. 
West Virginia,2004,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2006,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2008,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2010,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2012,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2014,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2016,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2018,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2020,Options to vote early-in person and by mail available to all voters. 
West Virginia,2022,Options to vote early-in person and by mail available to all voters. 
West Virginia,2024,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
West Virginia,2026,Option to vote early in-person available to all voters. Eligible reason required to vote by mail. 
Wisconsin,2000,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2002,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2004,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2006,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2008,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2010,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2012,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2014,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2016,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2018,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2020,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2022,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2024,Options to vote early-in person and by mail available to all voters. 
Wisconsin,2026,Options to vote early-in person and by mail available to all voters. 
Wyoming,2000,Options to vote early-in person and by mail available to all voters. 
Wyoming,2002,Options to vote early-in person and by mail available to all voters. 
Wyoming,2004,Options to vote early-in person and by mail available to all voters. 
Wyoming,2006,Options to vote early-in person and by mail available to all voters. 
Wyoming,2008,Options to vote early-in person and by mail available to all voters. 
Wyoming,2010,Options to vote early-in person and by mail available to all voters. 
Wyoming,2012,Options to vote early-in person and by mail available to all voters. 
Wyoming,2014,Options to vote early-in person and by mail available to all voters. 
Wyoming,2016,Options to vote early-in person and by mail available to all voters. 
Wyoming,2018,Options to vote early-in person and by mail available to all voters. 
Wyoming,2020,Options to vote early-in person and by mail available to all voters. 
Wyoming,2022,Options to vote early-in person and by mail available to all voters. 
Wyoming,2024,Options to vote early-in person and by mail available to all voters. 
Wyoming,2026,Options to vote early-in person and by mail available to all voters. 
